ID	Entry	Vocalized	Gender
AGN005616	عامرة	عامِرة	F
AGN005617	عامرية	عامِرية	F
AGN005618	عامرين	عامِرِين	F
AGN005619	عامس	عامِس	M
AGN005620	عامش	عامِش	M
AGN005621	عامق	عامِق	M
AGN005627	عانم	عانِم	M
AGN005628	عانود	عانُود	F
AGN005629	عاهد	عاهِد	M
AGN005630	عاهدة	عاهِدة	F
AGN005638	عائس	عائِس	M
AGN005639	عائسة	عائِسة	F
AGN005640	عائش	عائِش	M
AGN005641	عائشة	عائِشة	F
AGN005642	عباس	عَبّاس	M
AGN005643	عباس الله	عَبّاس الله	M
AGN005644	عباسة	عَبّاسة	F
AGN005645	عباسي	عَبّاسي	M
AGN005646	عباسية	عَبّاسيَّة	F
AGN005647	عبد	عبْد	M
AGN005648	عبد الأول	عبْد الأول	M
AGN005649	عبد الإله	عبْد الإله	M
AGN005650	عبد الأحد	عبْد الأحد	M
AGN005651	عبد الإمام	عبْد الإمام	M
AGN005653	عبد الباري	عبْد الباري	M
AGN005654	عبد البارئ	عبْد البارِئ	M
AGN005655	عبد الباسط	عبْد الباسِط	M
AGN005656	عبد الباقر	عبْد الباقِر	M
AGN005871	عبد الونيس	عبْد الوَنيس	M
AGN005872	عبد الوهاب	عبْد الوَهّاب	M
AGN005873	عبير	عَبِير	F
AGN005874	عبيرة	عَبِيرة	F
AGN005875	عبيس	عُبَيْس	M
AGN005876	عبيسة	عَبِيسة	F
AGN005876-1	عبيسة	عُبَيْسة	F
AGN005877	عبيكة	عَبِيكة	F
AGN005877-1	عبيكة	عُبَيْكة	F
AGN005878	عتاب	عِتاب	F
AGN005879	عتب	عَتَب	F
AGN005880	عتبة	عُتْبة	M
AGN005881	عزمي	عَزْمي	M
AGN005882	عزمية	عَزْميَّة	F
AGN005883	عزوز	عَزُّوز	M
AGN005884	عزوزي	عَزُّوزي	M
AGN005885	عزيزة	عَزِيزة	F
AGN005886	عزيزي	عَزِيزي	M
AGN005887	عفيفة	عَفِيفة	F
AGN005888	عفيفي	عَفِيفي	M
AGN005889	عفينة	عُفَيْنة	F
AGN005890	عقاب	عِقاب	M
AGN005891	عقبة	عُقْبة	M
AGN005892	عقبل	عَقْبَل	M
AGN005893	عقرب	عَقْرَب	M
AGN005894	عماد	عِماد	M
AGN005895	عمر	عُمَر	M
AGN005896	عنود	عَنُود	F
AGN005897	عنودة	عَنُودة	F
AGN005898	عنوف	عَنُوف	F
AGN005899	عنونة	عَنُونة	F
AGN005900	عنيبة	عُنَيْبة	F
AGN005901	عنيد	عَنِيد	F
AGN005901-1	عنيد	عُنَيْد	F
AGN005901-2	عنيد	عُنَيّد	F
AGN005902	عنيدة	عَنِيدة	F
AGN005902-1	عنيدة	عُنَيْدة	F
AGN005902-2	عنيدة	عُنَيّدة	F
AGN005903	عنيزة	عَنِيزة	F
AGN005903-1	عنيزة	عُنَيْزة	F
AGN005903-2	عنيزة	عُنَيّزة	F
AGN005904	عنيفة	عَنِيفة	F
AGN005905	عهد	عَهْد	F
AGN005906	علي	علي	M
AGN005907	عواطف	عَواطِف	F
AGN005908	غابش	غابِش	M
AGN005909	غاتب	غاتِب	M
AGN005910	غاتر	غاتِر	M
AGN005911	غاثر	غاثِر	M
AGN005912	غادر	غادِر	M
AGN005913	غادرية	غادِرية	F
AGN005914	غادف	غادِف	M
AGN005915	غادن	غادِن	M
AGN005916	غارب	غارِب	M
AGN005917	غارس	غارِس	M
AGN005918	غارف	غارِف	M
AGN005919	غارق	غارِق	M
AGN005920	غارم	غارِم	M
AGN005921	غاشم	غاشِم	M
AGN005922	غاصب	غاصِب	M
AGN005923	غاصن	غاصِن	M
AGN005924	غاضب	غاضِب	M
AGN005925	غافر	غافِر	M
AGN005926	غافل	غافِل	M
AGN005927	غافلة	غافِلة	F
AGN005928	غالب	غالِب	M
AGN005929	غالبة	غالِبة	F
AGN005930	غالبية	غالِبية	F
AGN005943	غائث	غائِث	M
AGN005944	غائدة	غائِدة	M
AGN005945	غباش	غَبّاش	M
AGN005946	غدير	غَدِير	M
AGN005946-1	غدير	غُدَيْر	M
AGN006136	كاصد	كاصِد	M
AGN006137	كاضم	كاضِم	M
AGN006138	كاطع	كاطِع	M
AGN006139	كاطعة	كاطِعة	F
AGN006140	كاظم	كاظِم	M
AGN006141	كاظمة	كاظِمة	F
AGN006142	كاظمي	كاظِمي	F
AGN006143	كاظمية	كاظِمية	F
AGN006144	كاعدة	كاعِدة	F
AGN006145	كاغد	كاغِد	F
AGN006146	كاغودة	كاغُودة	F
AGN006147	كامل	كامِل	M
AGN006148	كاملة	كامِلة	F
AGN006149	كاملية	كامِلية	F
AGN006150	كائد	كائِد	M
AGN006151	كائدة	كائِدة	M
AGN006152	كائف	كائِف	M
AGN006153	كبابة	كَبابة	M
AGN006154	كبار	كُبار	F
AGN006155	كبارة	كُبارة	M
AGN006156	كرم	كَرَم	M
AGN006157	كرم الدين	كَرَم الدِّين	M
AGN006158	كرم الله	كَرَم الله	M
AGN006159	كريم	كَرِيم	M
AGN006159-1	كريم	كُرَيّم	M
AGN006160	كريم الدين	كَرِيم الدِّين	M
AGN006161	كمال	كَمال	M
AGN006162	كمالة	كَمالة	F
AGN006163	لابس	لابِس	M
AGN006164	لاحج	لاحِج	M
AGN006165	لاحق	لاحِق	M
AGN006166	لاحقة	لاحِقة	F
AGN006167	لاحم	لاحِم	M
AGN006168	لادن	لادِن	M
AGN006169	لباب	لُباب	F
AGN006170	لبابة	لُبابة	F
AGN006171	لباد	لَبّاد	M
AGN006172	لبيب	لَبِيب	M
AGN006172-1	لبيب	لُبَيْب	M
AGN006172-2	لبيب	لُبَيّب	M
AGN006173	لبيبة	لَبِيبة	F
AGN006173-1	لبيبة	لُبَيْبة	F
AGN006173-2	لبيبة	لُبَيّبة	F
AGN006174	لبيد	لَبِيد	M
AGN006174-1	لبيد	لُبَيْد	M
AGN006174-2	لبيد	لُبَيّد	M
AGN006175	لبيدة	لَبِيدة	F
AGN006175-1	لبيدة	لُبَيْدة	F
AGN006175-2	لبيدة	لُبَيّدة	F
AGN006176	لميس	لَمِيس	F
AGN006177	لميسة	لَمِيسة	F
AGN006177-1	لميسة	لُمَيْسة	F
AGN006178	ليلي	لَيْلي	M
AGN006179	ماجد	ماجِد	M
AGN006180	ماجد الدين	ماجِد الدِّين	M
AGN006181	ماجد الله	ماجِد الله	M
AGN006182	محجوب	مَحْجُوب	M
AGN006183	محجوبة	مَحْجُوبة	F
AGN006184	محظية	مَحْظية	F
AGN006185	محفوض	مَحْفُوض	M
AGN006186	محفوظ	مَحْفُوظ	M
AGN006187	محفوظ الله	مَحْفُوظ الله	M
AGN006188	محفوظة	مَحْفُوظة	F
AGN006189	محمد	مُحَمَّد	M
AGN006190	محمود	مَحْمُود	M
AGN006191	مشاري	مَشاري	M
AGN006192	مشعل	مِشْعَل	M
AGN006193	مصطفي	مُصْطَفي	M
AGN006194	مصعب	مُصْعَب	M
AGN006195	مقبل	مُقْبِل	M
AGN006196	منير	مُنِير	M
AGN006197	مها	مَها	F
AGN006198	مهاء	مَهاء	F
AGN006199	مهاب	مُهاب	M
AGN006200	مهدي	مَهْدي	M
AGN006201	مهدية	مَهْدية	F
AGN006202	نادر	نادِر	M
AGN006203	ناذر	ناذِر	M
AGN006204	نارت	نارِت	M
AGN006205	نارجيل	نارْجِيل	M
AGN006206	ناردين	نارْدِين	F
AGN006207	نارمين	نارْمِين	F
AGN006208	نازح	نازِح	M
AGN006209	نازش	نازِش	F
AGN006210	نازك	نازِك	F
AGN006211	نازل	نازِل	M
AGN006212	نازلة	نازِلة	M
AGN006213	نازلين	نازْلِين	M
AGN006214	ناسب	ناسِب	M
AGN006215	ناسرين	ناسْرِين	F
AGN006216	ناسف	ناسِف	M
AGN006217	ناسكة	ناسِكة	M
AGN006218	ناسوت	ناسُوت	M
AGN006219	ناسون	ناسُون	M
AGN006220	ناشب	ناشِب	M
AGN006221	ناشد	ناشِد	M
AGN006222	ناشر	ناشِر	M
AGN006223	ناشط	ناشِط	M
AGN006224	ناشطة	ناشِطة	F
AGN006225	ناشع	ناشِع	M
AGN006226	ناشف	ناشِف	M
AGN006227	ناشول	ناشُول	M
AGN006228	ناشئ	ناشِئ	M
AGN006229	ناشئة	ناشِئة	F
AGN006230	ناصح	ناصِح	M
AGN006231	ناصر	ناصِر	M
AGN006232	ناصر الحق	ناصِر الحق	M
AGN006233	ناصر الدين	ناصِر الدِّين	M
AGN006234	ناصرة	ناصِرة	F
AGN006235	ناصرية	ناصِرية	F
AGN006236	ناصف	ناصِف	M
AGN006237	ناصل	ناصِل	M
AGN006238	ناضر	ناضِر	M
AGN006239	ناضل	ناضِل	M
AGN006240	ناضلة	ناضِلة	M
AGN006241	ناضم	ناضِم	M
AGN006242	ناطق	ناطِق	M
AGN006243	ناظر	ناظِر	M
AGN006244	ناظرة	ناظِرة	M
AGN006245	ناظك	ناظِك	F
AGN006246	ناظل	ناظِل	M
AGN006247	ناظم	ناظِم	M
AGN006248	ناعسة	ناعِسة	F
AGN006249	ناعض	ناعِض	M
AGN006250	ناعم	ناعِم	M
AGN006251	ناعمة	ناعِمة	F
AGN006252	ناعور	ناعُور	M
AGN006253	نافجة	نافِجة	F
AGN006254	نافذ	نافِذ	M
AGN006255	نافذة	نافِذة	F
AGN006256	نافر	نافِر	M
AGN006257	نافز	نافِز	M
AGN006258	نافزة	نافِزة	F
AGN006259	نافع	نافِع	M
AGN006260	نافعة	نافِعة	F
AGN006261	نافل	نافِل	M
AGN006262	نافلة	نافِلة	F
AGN006263	نافوكة	نافُوكة	M
AGN006264	ناقد	ناقِد	M
AGN006265	ناقل	ناقِل	M
AGN006266	نالسون	نالِسُون	M
AGN006267	نامد	نامِد	M
AGN006268	نامس	نامِس	M
AGN006269	نامسة	نامِسة	F
AGN006270	نامش	نامِش	M
AGN006271	ناموس	نامُوس	F
AGN006272	نانسي	نانِسي	F
AGN006273	ناهج	ناهِج	M
AGN006274	ناهد	ناهِد	F
AGN006275	ناهدة	ناهِدة	F
AGN006276	ناهر	ناهِر	M
AGN006277	ناهز	ناهِز	M
AGN006278	ناهس	ناهِس	M
AGN006279	ناهض	ناهِض	M
AGN006280	ناهضة	ناهِضة	F
AGN006281	ناهضي	ناهِضي	M
AGN006282	ناهل	ناهِل	F
AGN006283	ناهلة	ناهِلة	F
AGN006284	نجاة	نَجاة	F
AGN006285	نصر	نَصْر	M
AGN006286	نصر الدين	نَصْر الدِّين	M
AGN006287	نصر الله	نَصْر الله	M
AGN006288	نهاد	نِهاد	F
AGN006289	هاجر	هاجِر	F
AGN006290	هجر	هَجْر	M
AGN006291	هلا	هَلا	F
AGN006292	هيثم	هَيْثَم	M
AGN006293	هيثمي	هَيْثَمي	M
AGN006294	وداد	وِداد	FS
AGN006295	وضاح	وَضّاح	M
AGN006296	وضاحي	وِضاحي	M
AGN006297	وضحة	وَضْحة	M
AGN006316	ياسمين	ياسَمِين	F
AGN006317	يثرب	يَثْرِب	F
AGN006318	ياسين	ياسِين	M
AGN006319	يعقوب	يَعْقُوب	M
AGN006320	يوسف	يُوسِف	M
AGN006321	يونس	يُونِس	M

